TransactionAmount,CustomerAge,TransactionDuration,LoginAttempts,AccountBalance,TransactionType,Location,Channel,CustomerOccupation,TransactionDate,PreviousTransactionDate,BinningAge,Target
17.44999999999999,18.0,88.0,1.0,1959.52,,Omaha,ATM,Student,2023-09-13 16:41:19,2024-11-04 08:09:39,Very Low,2
442.74,23.0,136.0,1.0,1790.27,Debit,San Diego,Branch,Student,2023-10-16 17:47:41,2024-11-04 08:09:45,Very Low,2
623.9,27.0,249.0,1.0,711.4700000000003,Debit,San Jose,ATM,Student,2023-08-08 17:44:21,2024-11-04 08:10:15,Low,2
63.40999999999997,26.0,36.0,1.0,1546.2200000000003,Debit,Fort Worth,ATM,Student,2023-11-24 17:29:06,2024-11-04 08:07:15,Very Low,2
346.85,44.0,88.0,1.0,7208.15,Debit,Kansas City,ATM,Doctor,2023-11-03 18:33:50,2024-11-04 08:10:25,Low,0
71.94999999999999,59.0,53.0,1.0,9267.32,Credit,,Online,Engineer,2023-02-13 16:39:52,2024-11-04 08:06:23,Medium,0
7.5,63.0,36.0,1.0,6485.78,Debit,Dallas,Online,Retired,2023-02-17 16:08:54,2024-11-04 08:11:28,High,1
206.46,65.0,279.0,1.0,3984.38,Debit,Virginia Beach,ATM,Retired,2023-11-27 18:26:02,2024-11-04 08:06:44,High,1
423.11,60.0,47.0,1.0,412.77999999999975,Debit,Columbus,ATM,Engineer,2023-07-25 18:41:02,2024-11-04 08:10:58,Medium,1
35.84000000000003,54.0,172.0,1.0,4795.65,Credit,Colorado Springs,Online,Retired,2023-03-28 17:23:54,2024-11-04 08:10:57,Medium,1
88.6,28.0,105.0,1.0,246.5699999999997,Credit,Raleigh,Branch,Student,2023-02-14 17:01:44,2024-11-04 08:08:47,Low,2
22.45999999999998,54.0,78.0,1.0,6631.5,Debit,New York,Online,Retired,2023-05-17 16:03:51,2024-11-04 08:07:46,Medium,1
334.89,21.0,260.0,1.0,1661.6800000000003,Debit,Fort Worth,Online,Student,2023-07-20 18:23:13,2024-11-04 08:08:44,Very Low,2
319.27,54.0,59.0,1.0,5504.01,Credit,Omaha,Online,Retired,2023-07-20 16:58:05,2024-11-04 08:06:35,Medium,1
144.3,18.0,88.0,1.0,312.1899999999996,Debit,Oklahoma City,ATM,Student,2023-12-08 17:24:44,2024-11-04 08:10:39,Very Low,2
348.7,69.0,149.0,1.0,2445.58,Credit,Fresno,Branch,Retired,2023-05-02 17:13:45,2024-11-04 08:06:58,High,1
366.21,62.0,181.0,1.0,10862.99,Debit,Oklahoma City,ATM,Doctor,2023-01-12 17:57:06,2024-11-04 08:11:36,Medium,0
99.11000000000001,55.0,12.0,1.0,5414.87,Debit,Philadelphia,Online,Retired,2023-05-01 16:58:41,2024-11-04 08:09:35,Medium,1
539.35,55.0,127.0,1.0,3919.44,Debit,Milwaukee,ATM,Retired,2023-05-22 17:34:50,2024-11-04 08:11:49,Medium,1
188.99,58.0,92.0,1.0,7315.34,Debit,Oklahoma City,Branch,Engineer,2023-06-08 16:43:06,2024-11-04 08:07:32,Medium,1
710.14,26.0,227.0,1.0,465.6300000000001,Debit,El Paso,ATM,Student,2023-03-08 16:20:43,2024-11-04 08:12:20,Very Low,2
308.68,53.0,170.0,1.0,9992.36,Debit,Milwaukee,Online,Doctor,2023-02-27 17:14:10,2024-11-04 08:10:16,Medium,0
166.68,57.0,139.0,1.0,5141.19,Debit,Mesa,ATM,Retired,2023-03-27 18:47:56,2024-11-04 08:12:19,Medium,1
0.9899999999999523,45.0,133.0,1.0,4317.85,Debit,Los Angeles,ATM,Engineer,2023-09-13 16:55:14,2024-11-04 08:09:12,Medium,1
66.57999999999998,23.0,79.0,1.0,1636.3199999999997,Debit,Raleigh,Branch,Student,2023-12-04 17:06:43,2024-11-04 08:08:48,Very Low,2
223.43,77.0,178.0,1.0,7932.41,Debit,Dallas,Branch,Retired,2023-02-08 17:59:42,2024-11-04 08:09:38,High,1
659.95,60.0,114.0,1.0,3927.69,Debit,Detroit,Online,Engineer,2023-09-20 16:59:45,2024-11-04 08:06:26,Medium,1
634.86,27.0,45.0,1.0,588.5,Debit,Chicago,ATM,Student,2023-08-10 16:28:55,2024-11-04 08:08:00,Low,2
286.5,30.0,60.0,1.0,8517.95,Credit,Boston,Branch,Engineer,2023-10-23 16:58:04,2024-11-04 08:09:17,Low,0
322.96,76.0,168.0,1.0,2401.59,Credit,Philadelphia,Branch,Retired,2023-11-27 16:21:20,2024-11-04 08:11:24,High,1
654.48,19.0,114.0,1.0,6776.41,Debit,Columbus,Branch,Student,2023-08-07 16:37:06,2024-11-04 08:10:17,Very Low,2
157.97,48.0,140.0,1.0,5529.92,Debit,Philadelphia,Branch,Doctor,2023-06-21 16:00:51,2024-11-04 08:10:06,Medium,1
120.9,40.0,52.0,1.0,9009.42,,Tucson,Branch,Doctor,2023-07-12 16:17:27,2024-11-04 08:08:19,Low,0
254.77,57.0,57.0,1.0,5994.87,Debit,Denver,Branch,Engineer,2023-01-18 16:47:29,2024-11-04 08:07:07,Medium,1
795.96,65.0,119.0,1.0,5468.58,Debit,Raleigh,Online,Retired,2023-09-28 17:53:43,2024-11-04 08:08:26,High,1
149.25,39.0,142.0,1.0,5677.52,Debit,Omaha,ATM,Engineer,2023-04-10 16:38:45,2024-11-04 08:07:41,Low,0
3.419999999999959,43.0,158.0,1.0,14180.21,Credit,San Antonio,,Doctor,2023-09-25 16:14:35,2024-11-04 08:08:48,Low,0
68.19,40.0,189.0,1.0,9895.1,Credit,Fresno,Online,Doctor,2023-03-14 16:07:32,2024-11-04 08:07:50,Low,0
493.42,39.0,111.0,1.0,2232.84,,Baltimore,Branch,Engineer,2023-06-14 17:21:32,2024-11-04 08:10:01,Low,2
37.56999999999999,57.0,42.0,1.0,7739.54,Debit,El Paso,ATM,Retired,2023-04-26 18:35:50,2024-11-04 08:09:21,Medium,1
96.88999999999999,59.0,53.0,1.0,6044.93,Debit,,ATM,,2023-03-16 16:02:01,2024-11-04 08:11:06,Medium,1
448.33,25.0,161.0,1.0,922.1900000000005,Debit,Atlanta,ATM,Student,2023-05-01 16:11:56,2024-11-04 08:09:44,Very Low,2
8.649999999999977,48.0,273.0,1.0,10778.35,Debit,Las Vegas,Online,Doctor,2023-06-05 17:08:37,2024-11-04 08:09:03,Medium,0
65.57,41.0,82.0,1.0,4734.110000000001,Debit,Miami,Online,Engineer,2023-04-06 17:24:16,2024-11-04 08:06:26,Low,1
539.81,46.0,177.0,1.0,2051.25,Debit,San Francisco,Online,Engineer,2023-02-21 16:14:16,2024-11-04 08:09:05,Medium,2
363.53,63.0,142.0,1.0,1038.9099999999994,Debit,Kansas City,ATM,Retired,2023-01-18 17:03:54,2024-11-04 08:10:57,High,1
64.9,51.0,72.0,1.0,6854.61,Credit,Detroit,Branch,Retired,2023-02-14 16:23:39,2024-11-04 08:10:18,Medium,1
358.18,18.0,157.0,1.0,619.8599999999997,Debit,Boston,ATM,Student,2023-04-10 16:44:52,2024-11-04 08:07:58,Very Low,2
167.2,30.0,84.0,1.0,11320.83,Debit,San Antonio,Branch,Doctor,2023-01-18 17:53:37,2024-11-04 08:06:52,Low,0
121.91,60.0,133.0,1.0,14510.8,Debit,Chicago,Branch,Doctor,2023-06-26 18:39:52,2024-11-04 08:08:59,Medium,0
137.57,54.0,70.0,1.0,5103.67,Debit,Louisville,Online,Engineer,2023-12-11 17:26:22,2024-11-04 08:11:22,Medium,1
534.62,55.0,45.0,1.0,13793.53,Debit,Oklahoma City,Online,Doctor,2023-12-05 17:51:28,2024-11-04 08:06:35,Medium,0
463.92,50.0,199.0,1.0,2403.39,Debit,Mesa,Online,Engineer,2023-03-13 16:41:12,2024-11-04 08:09:14,Medium,1
320.14,60.0,96.0,1.0,3075.97,Debit,Milwaukee,Online,Retired,2023-01-31 16:58:42,2024-11-04 08:07:40,Medium,1
214.93,28.0,52.0,1.0,7835.4,Debit,Albuquerque,Online,Student,2023-05-15 17:02:15,2024-11-04 08:08:51,Low,0
660.02,20.0,84.0,1.0,414.4300000000003,Debit,Nashville,Branch,Student,2023-10-12 16:57:36,2024-11-04 08:08:35,Very Low,2
345.81,40.0,135.0,1.0,6116.8,Debit,Raleigh,Branch,Engineer,2023-06-26 16:10:57,2024-11-04 08:12:14,Low,0
143.54,71.0,80.0,1.0,6067.62,Debit,Philadelphia,ATM,Retired,2023-10-16 16:06:05,2024-11-04 08:08:22,High,1
42.55000000000004,53.0,29.000000000000014,1.0,7341.43,Debit,Seattle,Branch,Engineer,2023-03-31 18:57:11,2024-11-04 08:10:32,Medium,1
541.79,22.0,125.0,1.0,1454.08,Debit,Mesa,ATM,Student,2023-08-11 16:43:45,2024-11-04 08:11:29,Very Low,2
40.56999999999999,26.0,63.0,1.0,1476.9099999999999,Debit,Columbus,Branch,Student,2023-02-13 17:02:27,2024-11-04 08:06:37,Very Low,2
498.67,28.0,244.0,1.0,1719.9700000000003,Debit,Miami,Online,Student,2023-12-05 16:19:23,2024-11-04 08:08:24,Low,2
227.22,53.0,220.0,1.0,832.8199999999997,Debit,El Paso,ATM,Doctor,2023-03-27 18:52:04,2024-11-04 08:11:56,Medium,1
56.94,76.0,74.0,1.0,7004.63,Credit,Charlotte,Online,,2023-12-11 16:52:47,2024-11-04 08:07:42,High,1
629.82,68.0,159.0,1.0,6385.69,Debit,Colorado Springs,,Retired,2023-07-17 16:22:23,2024-11-04 08:11:59,High,1
59.44,35.0,176.0,1.0,5472.03,Debit,Chicago,Online,Engineer,2023-06-13 17:52:56,2024-11-04 08:06:34,Low,2
186.69,30.0,54.0,1.0,8602.22,Debit,New York,Branch,Engineer,2023-12-29 16:38:21,2024-11-04 08:08:12,Low,0
230.46,19.0,179.0,1.0,162.52999999999975,Debit,Mesa,Online,Student,2023-04-25 17:33:27,2024-11-04 08:08:50,Very Low,2
65.08999999999997,44.0,159.0,1.0,9370.9,Credit,Seattle,Online,Engineer,2023-02-28 17:58:02,2024-11-04 08:09:41,Low,0
457.09,55.0,63.0,1.0,8570.82,Credit,Nashville,Online,Engineer,2023-05-25 16:52:57,2024-11-04 08:08:45,Medium,0
552.02,44.0,100.0,1.0,522.0799999999999,Credit,Chicago,ATM,Engineer,2023-11-30 16:51:46,2024-11-04 08:09:25,Low,2
377.12,34.0,61.00000000000001,1.0,836.6700000000001,Debit,Houston,ATM,Engineer,2023-08-14 17:12:27,2024-11-04 08:11:40,Low,2
204.56,18.0,179.0,1.0,364.72000000000025,Credit,San Diego,Branch,Student,2023-09-11 17:51:17,2024-11-04 08:10:26,Very Low,2
420.28,35.0,144.0,1.0,8557.32,Debit,Washington,Branch,Doctor,2023-05-17 17:28:25,2024-11-04 08:09:01,Low,0
124.59,27.0,171.0,1.0,129.28999999999996,Debit,Charlotte,Branch,Student,2023-05-05 17:32:18,2024-11-04 08:09:21,Low,2
73.87999999999997,39.0,34.0,1.0,6474.41,Debit,Charlotte,Online,Doctor,2023-01-02 16:27:18,2024-11-04 08:09:09,Low,0
77.43,21.0,169.0,1.0,4734.110000000001,Debit,Raleigh,Online,Student,2023-01-19 16:11:12,2024-11-04 08:06:33,Very Low,2
245.93,54.0,172.0,1.0,7986.63,Debit,Fresno,Branch,Engineer,2023-06-06 18:53:35,2024-11-04 08:11:58,Medium,0
622.41,64.0,125.0,1.0,7322.01,Debit,Indianapolis,ATM,Doctor,2023-12-11 16:57:41,2024-11-04 08:07:48,High,1
43.72999999999999,34.0,145.0,1.0,9929.43,Debit,Omaha,ATM,Doctor,2023-04-03 16:43:29,2024-11-04 08:10:33,Low,0
2.0299999999999727,33.0,27.999999999999986,1.0,3012.31,Credit,Detroit,ATM,Engineer,2024-01-01 16:07:05,2024-11-04 08:08:50,Low,2
770.65,31.0,137.0,1.0,7198.8,Debit,Jacksonville,Online,Doctor,2023-07-05 17:49:26,2024-11-04 08:09:01,Low,0
260.31,63.0,113.0,1.0,10980.38,Debit,Austin,Branch,Doctor,2023-02-28 16:46:55,2024-11-04 08:12:03,High,0
356.1,26.0,187.0,1.0,868.3500000000004,Credit,Fort Worth,Branch,Student,2023-10-25 16:13:39,2024-11-04 08:11:02,Very Low,2
27.069999999999993,80.0,39.0,1.0,3773.29,Credit,Virginia Beach,Branch,Retired,2023-03-06 17:39:01,2024-11-04 08:09:57,High,1
119.88999999999999,67.0,60.0,1.0,6697.77,Debit,Tucson,ATM,Doctor,2023-12-19 17:11:31,2024-11-04 08:09:02,High,1
106.38999999999999,37.0,281.0,1.0,9410.99,Debit,Virginia Beach,Online,Doctor,2023-02-13 18:42:09,2024-11-04 08:10:32,Low,0
12.04000000000002,37.0,58.0,1.0,6213.32,Debit,Fort Worth,Online,Engineer,2023-11-15 16:08:52,2024-11-04 08:08:25,Low,0
29.379999999999995,28.0,63.0,1.0,1663.31,Credit,Baltimore,Branch,Student,2023-02-15 16:30:09,2024-11-04 08:11:08,Low,2
319.85,60.0,148.0,1.0,711.6599999999999,Debit,Denver,ATM,Doctor,2023-07-26 16:44:22,2024-11-04 08:07:45,Medium,1
350.14,75.0,38.0,1.0,2403.25,Credit,Los Angeles,Online,Retired,2023-03-24 18:50:42,2024-11-04 08:08:40,High,1
163.94,52.0,73.0,1.0,5957.37,Credit,Virginia Beach,Branch,Retired,2023-08-03 18:49:37,2024-11-04 08:09:51,Medium,1
170.53,24.0,58.0,1.0,801.0100000000002,Debit,Oklahoma City,Branch,Student,2023-02-06 18:59:44,2024-11-04 08:09:49,Very Low,2
262.22,40.0,136.0,1.0,5711.71,Credit,Baltimore,ATM,Engineer,2023-07-13 17:48:24,,Low,0
41.49000000000001,24.0,13.0,1.0,928.3299999999999,Debit,Albuquerque,Online,Student,2023-04-24 16:47:20,2024-11-04 08:12:03,Very Low,2
121.43,52.0,243.0,1.0,7365.28,Credit,Sacramento,Branch,Engineer,2023-03-21 16:20:33,2024-11-04 08:07:28,Medium,0
350.46,51.0,165.0,1.0,5839.38,Debit,Nashville,Branch,Retired,2023-12-08 16:16:02,2024-11-04 08:06:32,Medium,1
220.41,26.0,155.0,1.0,5116.98,Credit,El Paso,Online,Engineer,2023-09-04 16:42:49,2024-11-04 08:10:04,Very Low,2
33.45999999999998,72.0,111.0,1.0,3641.07,Debit,Seattle,ATM,Retired,2023-02-20 16:52:03,2024-11-04 08:09:12,High,1
104.79000000000002,70.0,223.0,1.0,1352.19,Debit,Denver,ATM,Doctor,2023-08-07 16:06:32,2024-11-04 08:10:07,High,1
246.27,29.0,141.0,1.0,7299.86,Debit,Fresno,Online,Doctor,2023-12-27 16:48:30,2024-11-04 08:10:57,Low,0
48.849999999999994,19.0,176.0,1.0,1503.56,Debit,Dallas,ATM,Student,2023-12-08 16:45:12,2024-11-04 08:07:15,Very Low,2
332.0,69.0,17.0,1.0,5943.13,Debit,Charlotte,ATM,Retired,2023-04-27 16:27:41,2024-11-04 08:07:03,High,1
118.1,54.0,167.0,1.0,895.6599999999999,Debit,Memphis,Online,Engineer,2023-10-31 16:49:13,2024-11-04 08:09:14,Medium,1
84.59,67.0,10.0,1.0,5669.1,Credit,Las Vegas,Branch,Doctor,2023-04-19 16:54:46,2024-11-04 08:07:12,High,1
295.64,21.0,82.0,1.0,1061.9600000000005,Debit,Jacksonville,Online,Student,2023-12-14 17:31:18,2024-11-04 08:10:41,Very Low,2
514.33,25.0,160.0,1.0,1592.94,Debit,Philadelphia,Branch,Student,2023-06-02 16:27:08,2024-11-04 08:12:17,Very Low,2
94.59000000000003,39.0,34.0,1.0,6171.89,Debit,Washington,Online,Doctor,2023-12-01 17:04:00,2024-11-04 08:10:37,Low,0
80.43,59.0,157.0,1.0,5987.67,Debit,Columbus,Branch,Retired,2023-01-04 16:09:43,2024-11-04 08:08:18,Medium,1
54.25,68.0,37.0,1.0,14783.33,Debit,Virginia Beach,Online,Doctor,2023-07-31 16:51:50,2024-11-04 08:08:53,High,0
518.85,22.0,82.0,1.0,1806.0,Debit,Kansas City,Online,Student,2023-10-23 18:37:47,2024-11-04 08:06:37,Very Low,2
10.649999999999977,54.0,161.0,1.0,13240.72,Debit,Louisville,Online,Doctor,2023-04-24 16:24:49,2024-11-04 08:10:21,Medium,0
198.62,27.0,84.0,1.0,1196.0699999999997,Credit,Tucson,Branch,Student,,2024-11-04 08:06:38,Low,2
107.03,27.0,73.0,1.0,1408.0699999999997,Debit,Miami,Branch,Student,2023-03-06 18:27:13,2024-11-04 08:12:13,Low,2
346.11,41.0,213.0,1.0,9551.64,Debit,Dallas,Branch,Engineer,2023-01-04 17:00:17,2024-11-04 08:08:03,Low,0
138.06,44.0,159.0,1.0,1070.4700000000003,Debit,Charlotte,Branch,Engineer,2023-07-25 17:21:53,2024-11-04 08:06:52,Low,2
158.02,49.0,120.0,1.0,9374.24,Debit,New York,ATM,Engineer,2023-09-20 17:09:14,2024-11-04 08:09:57,Medium,0
830.01,66.0,96.0,1.0,4253.18,Credit,Chicago,Online,Retired,2023-07-21 16:43:59,2024-11-04 08:11:27,High,1
435.5,55.0,112.0,1.0,6981.03,Debit,Oklahoma City,ATM,,2023-05-15 18:41:05,2024-11-04 08:09:40,Medium,1
110.49000000000004,57.0,48.0,1.0,10483.93,Debit,Raleigh,Online,Doctor,2023-10-31 17:06:47,2024-11-04 08:12:20,Medium,0
329.4,34.0,68.0,1.0,9588.07,Debit,Denver,Online,Doctor,2023-12-25 16:30:09,2024-11-04 08:07:55,Low,0
635.4000000000001,47.0,106.0,1.0,1238.1099999999997,Debit,Denver,ATM,Doctor,2023-09-19 16:55:00,2024-11-04 08:11:45,Medium,2
769.97,22.0,23.0,1.0,1244.9300000000003,Debit,San Diego,Branch,Student,2023-02-16 18:56:44,2024-11-04 08:09:51,Very Low,2
175.07,26.0,169.0,1.0,1040.25,Debit,Colorado Springs,Branch,Student,2023-09-04 17:46:20,2024-11-04 08:08:15,Very Low,2
7.310000000000002,78.0,282.0,1.0,5757.67,Debit,Las Vegas,Branch,Retired,2023-06-26 16:04:11,2024-11-04 08:07:15,High,1
175.14999999999998,27.0,32.0,1.0,4734.110000000001,Debit,Detroit,ATM,Student,2023-11-09 17:02:41,2024-11-04 08:09:45,Low,2
121.82,60.0,119.0,1.0,4734.110000000001,Debit,Dallas,Online,Doctor,2023-09-08 18:24:14,2024-11-04 08:11:30,Medium,1
56.119999999999976,30.0,102.0,1.0,8839.67,Debit,El Paso,ATM,Doctor,2023-09-13 18:49:55,2024-11-04 08:09:30,Low,0
424.7,56.0,178.0,1.0,6239.89,Credit,Miami,Online,Retired,2023-01-30 17:37:14,2024-11-04 08:08:25,Medium,1
35.15999999999997,32.0,130.0,1.0,4734.110000000001,Debit,Chicago,Branch,Engineer,2023-10-25 17:50:23,2024-11-04 08:10:34,Low,2
35.73000000000002,65.0,87.0,1.0,9073.17,Debit,Miami,Branch,Doctor,2023-06-12 16:48:03,2024-11-04 08:11:09,High,1
3.4399999999999977,78.0,108.0,1.0,7561.33,Debit,Fort Worth,ATM,Retired,2023-01-19 17:24:30,2024-11-04 08:12:20,High,1
139.03,50.0,81.0,1.0,2276.57,Credit,Los Angeles,Online,Engineer,2023-08-30 18:00:09,2024-11-04 08:11:29,Medium,1
254.92,28.0,169.0,1.0,2791.12,Credit,San Antonio,ATM,Engineer,2023-09-18 16:04:06,2024-11-04 08:07:18,Low,2
115.11000000000001,28.0,139.0,1.0,9808.97,Debit,Albuquerque,Online,Engineer,2023-05-05 17:34:22,2024-11-04 08:10:18,Low,0
171.11,57.0,171.0,1.0,6324.09,Debit,San Francisco,ATM,Retired,2023-05-15 16:52:24,2024-11-04 08:08:40,Medium,1
420.76,51.0,112.0,1.0,6581.55,Debit,Miami,Branch,Retired,2023-02-23 16:04:35,2024-11-04 08:08:38,Medium,1
408.46,64.0,27.999999999999986,1.0,3140.79,Debit,Raleigh,Branch,Retired,2023-03-01 16:17:46,2024-11-04 08:08:20,High,1
342.17,21.0,247.0,1.0,461.8299999999999,Credit,New York,Branch,Student,2023-12-14 16:09:42,2024-11-04 08:08:32,Very Low,2
580.71,53.0,95.0,1.0,5670.0,Debit,Philadelphia,ATM,Engineer,2023-09-20 16:37:48,2024-11-04 08:10:54,Medium,1
821.54,79.0,36.0,1.0,4040.32,Credit,Atlanta,Branch,Retired,2023-08-22 18:11:16,2024-11-04 08:11:57,High,1
253.47,20.0,238.0,1.0,220.51000000000022,Debit,Atlanta,Branch,Student,2023-06-14 17:07:08,2024-11-04 08:08:12,Very Low,2
22.810000000000002,62.0,75.0,1.0,3634.76,Debit,New York,Online,Retired,2023-05-29 17:53:03,2024-11-04 08:07:59,Medium,1
266.57,39.0,96.0,1.0,7180.48,Credit,Boston,Online,Engineer,2023-07-03 17:56:59,2024-11-04 08:07:10,Low,0
374.61,75.0,37.0,1.0,1389.71,Credit,Mesa,Online,Retired,2023-08-29 18:30:36,2024-11-04 08:11:24,High,1
339.35,78.0,70.0,1.0,5002.7,Credit,Boston,ATM,Retired,2023-02-03 16:08:47,2024-11-04 08:08:17,High,1
810.36,20.0,67.0,1.0,9239.12,Debit,Columbus,ATM,Student,2023-01-17 16:59:03,2024-11-04 08:07:19,Very Low,0
9.829999999999984,24.0,86.0,1.0,666.4200000000001,Debit,Memphis,ATM,Student,2023-07-24 17:04:17,2024-11-04 08:09:03,Very Low,2
135.57,51.0,116.0,1.0,11351.64,Credit,Boston,Branch,Doctor,2023-06-14 17:17:34,2024-11-04 08:11:44,Medium,0
340.05,43.0,37.0,1.0,7234.15,Debit,Detroit,ATM,Engineer,2023-10-27 17:26:53,2024-11-04 08:07:43,Low,0
283.45,27.0,127.0,1.0,2049.51,Debit,Colorado Springs,Branch,Engineer,2023-10-17 17:24:47,2024-11-04 08:08:51,Low,2
100.99000000000001,68.0,114.0,1.0,8865.27,Debit,New York,ATM,Doctor,2023-05-29 16:20:29,2024-11-04 08:09:12,High,1
90.88,18.0,176.0,1.0,3908.47,Debit,Albuquerque,Branch,Student,2023-02-20 16:48:49,2024-11-04 08:07:13,Very Low,2
655.1499999999999,26.0,264.0,1.0,5587.44,Debit,Seattle,ATM,Engineer,2023-01-02 16:22:54,2024-11-04 08:07:15,Very Low,2
320.55,50.0,118.0,1.0,438.75,Debit,Milwaukee,Online,Engineer,2023-05-01 17:11:47,2024-11-04 08:08:14,Medium,1
41.50999999999999,28.0,48.0,1.0,609.6000000000004,Debit,Phoenix,Online,Student,2023-10-04 16:47:33,2024-11-04 08:11:54,Low,2
71.53000000000003,68.0,39.0,1.0,2393.73,Credit,Jacksonville,Branch,Retired,2023-10-30 16:49:25,2024-11-04 08:12:00,High,1
467.13,54.0,45.0,1.0,3914.84,Credit,Kansas City,Branch,Retired,2023-09-28 17:18:26,2024-11-04 08:06:58,Medium,1
235.4,28.0,70.0,1.0,818.3599999999997,Debit,Detroit,Branch,Student,2023-09-26 17:02:25,2024-11-04 08:10:13,Low,2
159.32,18.0,100.0,1.0,304.4399999999996,Debit,Seattle,Branch,Student,2023-01-16 18:57:13,2024-11-04 08:10:32,Very Low,2
50.829999999999984,30.0,48.0,1.0,9553.42,Credit,Philadelphia,Online,Doctor,2023-12-18 16:06:14,2024-11-04 08:10:06,Low,0
56.889999999999986,59.0,56.0,1.0,3034.67,Credit,Houston,Branch,Engineer,2023-02-03 18:03:56,2024-11-04 08:09:52,Medium,1
20.220000000000027,43.0,138.0,1.0,5515.32,Debit,Jacksonville,ATM,Engineer,2023-03-10 18:26:19,2024-11-04 08:06:32,Low,1
50.400000000000006,36.0,84.0,1.0,1677.0100000000002,Debit,San Antonio,Branch,Doctor,2023-03-27 17:02:44,2024-11-04 08:07:17,Low,2
73.87999999999997,53.0,131.0,1.0,4055.55,Debit,Los Angeles,Branch,Retired,2023-05-08 17:42:36,2024-11-04 08:08:11,Medium,1
119.61000000000001,33.0,53.0,1.0,9899.94,Debit,San Diego,ATM,Doctor,2023-03-14 16:21:01,2024-11-04 08:07:28,Low,0
116.57999999999998,43.0,247.0,1.0,2620.74,Debit,Raleigh,Branch,Engineer,2023-08-31 16:38:18,2024-11-04 08:06:50,Low,2
391.96,64.0,79.0,1.0,2174.16,Debit,,ATM,Retired,2023-06-19 16:21:58,2024-11-04 08:06:47,High,1
156.26,46.0,160.0,1.0,7854.1,Credit,Virginia Beach,Branch,Engineer,2023-01-02 17:49:44,2024-11-04 08:09:29,Medium,0
427.0,49.0,163.0,1.0,8253.65,Credit,Oklahoma City,Branch,Engineer,2023-07-31 17:04:29,2024-11-04 08:07:30,Medium,0
443.68,18.0,137.0,1.0,874.1499999999996,Debit,Tucson,,Student,2023-04-25 18:58:32,2024-11-04 08:10:26,Very Low,2
101.75999999999999,31.0,26.0,1.0,6043.25,,Philadelphia,,Doctor,2023-02-20 17:27:24,2024-11-04 08:11:08,Low,2
67.57,37.0,107.0,1.0,2766.12,Debit,Charlotte,Branch,Engineer,2023-08-17 16:44:38,2024-11-04 08:11:15,Low,2
326.29,56.0,179.0,1.0,8171.26,Debit,Denver,Online,Engineer,2023-12-06 17:10:35,2024-11-04 08:10:44,Medium,0
158.56,33.0,100.0,1.0,5401.21,Debit,Sacramento,ATM,Doctor,2023-02-28 17:28:13,2024-11-04 08:10:48,Low,2
56.02000000000001,27.0,142.0,1.0,3548.02,Debit,Memphis,Online,Student,2023-06-19 17:50:29,2024-11-04 08:07:58,Low,2
288.28,27.0,36.0,1.0,160.82999999999993,,Portland,Online,Student,2023-01-17 17:11:24,2024-11-04 08:06:33,Low,2
245.67,24.0,107.0,1.0,752.25,Credit,Portland,Branch,Student,2023-01-02 18:35:07,2024-11-04 08:07:45,Very Low,2
114.35,41.0,21.0,1.0,469.1199999999999,Credit,El Paso,Branch,Engineer,2023-11-27 16:16:19,2024-11-04 08:10:13,Low,2
373.27,61.0,79.0,1.0,8441.61,Credit,Miami,Online,Doctor,2023-07-18 18:03:03,,Medium,1
504.63,60.0,168.0,1.0,3806.16,Debit,Portland,Online,Engineer,2023-11-13 17:07:10,2024-11-04 08:07:50,Medium,1
820.15,47.0,181.0,1.0,8802.97,Debit,Kansas City,Branch,Doctor,2023-12-18 16:33:01,2024-11-04 08:10:34,Medium,0
8.370000000000005,63.0,135.0,1.0,1106.3399999999997,Debit,Colorado Springs,ATM,Retired,2023-01-12 16:21:27,2024-11-04 08:11:23,High,1
197.49,53.0,30.0,1.0,5005.33,Credit,Fresno,Online,Retired,2023-07-03 16:36:45,2024-11-04 08:06:40,Medium,1
637.97,58.0,90.0,1.0,7949.03,Debit,New York,Branch,Retired,2023-10-23 17:17:18,2024-11-04 08:07:56,Medium,1
13.519999999999982,26.0,65.0,1.0,259.77000000000044,Debit,Seattle,ATM,Student,2023-05-15 16:51:28,2024-11-04 08:06:30,Very Low,2
432.1,49.0,240.0,1.0,2114.3,Debit,San Francisco,ATM,Engineer,2023-03-20 16:28:17,2024-11-04 08:10:16,Medium,1
642.68,50.0,94.0,1.0,8461.46,Debit,Fresno,Branch,Doctor,2023-02-17 16:57:11,2024-11-04 08:08:38,Medium,0
78.44,52.0,292.0,1.0,6870.84,Credit,San Jose,Online,Retired,2023-11-21 17:25:30,2024-11-04 08:10:39,Medium,0
139.72,49.0,201.0,1.0,5058.83,Debit,Memphis,Branch,Engineer,2023-01-16 17:53:00,2024-11-04 08:08:24,Medium,1
499.99,31.0,296.0,1.0,8885.0,Debit,San Jose,Branch,Engineer,2023-08-02 16:01:17,2024-11-04 08:09:05,Low,0
10.069999999999993,24.0,49.0,1.0,530.8099999999995,Debit,Albuquerque,Online,Student,2023-01-17 16:47:41,2024-11-04 08:08:57,Very Low,2
120.62,23.0,85.0,1.0,9379.53,Debit,Raleigh,ATM,Student,2023-02-27 16:37:11,2024-11-04 08:06:39,Very Low,0
